Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CashbackPerOrder,CouponPerOrder,AppHoursPerDevice,IsNewCustomer,OrdersPerMonth,CashbackPerMonth,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
5.0,1,7.0,4.0,4,5,3,13.0,2.0,2.0,4.0,166,83.0,1.0,1.0,0,0.3333333333333333,27.666666666666668,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13.0,1,20.0,2.0,4,3,2,15.0,4.0,4.0,9.0,296,74.0,1.0,0.5,0,0.2857142857142857,21.142857142857142,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5.0,1,9.0,3.0,3,5,2,12.0,1.0,6.0,3.0,167,27.833333333333332,0.16666666666666666,1.0,0,1.0,27.833333333333332,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,1,10.0,4.0,4,5,3,12.0,6.0,10.0,8.0,158,15.8,0.6,1.0,1,5.0,79.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
12.0,3,10.0,4.0,4,3,2,13.0,2.0,6.0,3.0,231,38.5,0.3333333333333333,1.0,0,0.46153846153846156,17.76923076923077,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
8.0,1,9.0,4.0,5,3,5,13.0,6.0,6.0,8.0,153,25.5,1.0,0.8,0,0.6666666666666666,17.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
28.0,1,14.0,4.0,4,1,6,16.0,2.0,2.0,8.0,194,97.0,1.0,1.0,0,0.06896551724137931,6.689655172413793,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
17.0,1,13.0,2.0,3,1,1,14.0,1.0,1.0,10.0,290,290.0,1.0,0.6666666666666666,0,0.05555555555555555,16.11111111111111,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15.0,1,18.0,3.0,3,4,9,22.0,1.0,1.0,4.0,128,128.0,1.0,1.0,0,0.0625,8.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6.0,1,14.0,2.0,4,3,10,16.0,1.0,1.0,0.0,124,124.0,1.0,0.5,0,0.14285714285714285,17.714285714285715,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
19.0,1,35.0,3.0,5,4,3,15.0,7.0,9.0,7.0,292,32.44444444444444,0.7777777777777778,0.6,0,0.45,14.6,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
10.0,1,34.0,4.0,4,3,8,14.0,1.0,8.0,8.0,177,22.125,0.125,1.0,0,0.7272727272727273,16.09090909090909,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10.0,3,18.0,4.0,5,1,6,14.0,2.0,2.0,1.0,192,96.0,1.0,0.8,0,0.18181818181818182,17.454545454545453,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9.0,1,8.0,2.0,3,5,7,14.0,0.0,1.0,2.0,120,120.0,0.0,0.6666666666666666,0,0.1,12.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
27.0,1,14.0,3.0,3,3,5,20.0,1.0,2.0,4.0,273,136.5,0.5,1.0,0,0.07142857142857142,9.75,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1.0,2,9.0,3.0,5,2,3,13.0,2.0,2.0,1.0,151,75.5,1.0,0.6,1,1.0,75.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
13.0,3,31.0,3.0,5,1,2,12.0,2.0,2.0,7.0,245,122.5,1.0,0.6,0,0.14285714285714285,17.5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
6.0,3,28.0,3.0,3,4,1,13.0,0.0,1.0,7.0,161,161.0,0.0,1.0,0,0.14285714285714285,23.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
14.0,1,15.0,4.0,4,1,5,19.0,2.0,3.0,3.0,166,55.333333333333336,0.6666666666666666,1.0,0,0.2,11.066666666666666,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1.0,3,17.0,4.0,5,3,3,13.0,1.0,2.0,1.0,137,68.5,0.5,0.8,1,1.0,68.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3.0,1,14.0,4.0,5,1,8,15.0,2.0,2.0,4.0,150,75.0,1.0,0.8,1,0.5,37.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15.0,1,12.0,3.0,2,4,5,13.0,2.0,2.0,3.0,194,97.0,1.0,1.5,0,0.125,12.125,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
10.0,1,6.0,3.0,3,4,7,12.0,4.0,4.0,3.0,164,41.0,1.0,1.0,0,0.36363636363636365,14.909090909090908,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7.0,3,9.0,4.0,4,4,10,16.0,2.0,2.0,8.0,176,88.0,1.0,1.0,0,0.25,22.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
7.0,1,9.0,3.0,3,4,2,12.0,1.0,7.0,9.0,154,22.0,0.14285714285714285,1.0,0,0.875,19.25,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3.0,3,9.0,4.0,5,4,4,20.0,1.0,2.0,1.0,191,95.5,0.5,0.8,1,0.5,47.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
22.0,1,11.0,3.0,4,1,3,12.0,2.0,2.0,9.0,204,102.0,1.0,0.75,0,0.08695652173913043,8.869565217391305,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1.0,1,11.0,3.0,5,2,2,18.0,1.0,4.0,5.0,157,39.25,0.25,0.6,1,2.0,78.5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
8.0,1,9.0,4.0,4,2,3,12.0,2.0,5.0,12.0,192,38.4,0.4,1.0,0,0.5555555555555556,21.333333333333332,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5.0,1,11.0,2.0,4,1,9,24.0,0.0,1.0,0.0,197,197.0,0.0,0.5,0,0.16666666666666666,32.833333333333336,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3.0,1,6.0,3.0,3,4,1,21.0,1.0,5.0,7.0,136,27.2,0.2,1.0,1,1.25,34.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11.0,3,13.0,2.0,1,5,2,24.0,4.0,7.0,7.0,156,22.285714285714285,0.5714285714285714,2.0,0,0.5833333333333334,13.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,3,18.0,2.0,3,1,4,24.0,5.0,6.0,7.0,146,24.333333333333332,0.8333333333333334,0.6666666666666666,1,6.0,146.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9.0,1,7.0,3.0,5,3,8,13.0,2.0,2.0,8.0,148,74.0,1.0,0.6,0,0.2,14.8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1.0,3,18.0,4.0,2,2,10,15.0,2.0,2.0,1.0,150,75.0,1.0,2.0,1,1.0,75.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.0,1,14.0,3.0,3,4,2,23.0,1.0,1.0,0.0,125,125.0,1.0,1.0,1,1.0,125.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
27.0,1,10.0,3.0,4,3,5,15.0,1.0,2.0,4.0,301,150.5,0.5,0.75,0,0.07142857142857142,10.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3.0,1,15.0,3.0,6,5,5,14.0,1.0,2.0,3.0,222,111.0,0.5,0.5,1,0.5,55.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
8.0,3,6.0,3.0,3,3,2,16.0,0.0,1.0,3.0,149,149.0,0.0,1.0,0,0.1111111111111111,16.555555555555557,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.0,1,23.0,2.0,4,3,2,15.0,0.0,3.0,2.0,144,48.0,0.0,0.5,1,3.0,144.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,3,35.0,3.0,5,3,4,19.0,2.0,3.0,3.0,211,70.33333333333333,0.6666666666666666,0.6,1,1.5,105.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
25.0,1,9.0,2.0,4,3,3,14.0,1.0,1.0,4.0,180,180.0,1.0,0.5,0,0.038461538461538464,6.923076923076923,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4.0,1,10.0,3.0,1,3,9,12.0,1.0,2.0,2.0,140,70.0,0.5,3.0,0,0.4,28.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.0,1,11.0,3.0,3,2,2,15.0,1.0,1.0,0.0,111,111.0,1.0,1.0,1,1.0,111.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
16.0,3,30.0,3.0,3,5,7,13.0,2.0,2.0,2.0,204,102.0,1.0,1.0,0,0.11764705882352941,12.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
3.0,1,22.0,3.0,3,1,2,12.0,0.0,1.0,8.0,129,129.0,0.0,1.0,1,0.25,32.25,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0.0,1,6.0,3.0,3,1,2,13.0,6.0,7.0,8.0,127,18.142857142857142,0.8571428571428571,1.0,1,7.0,127.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
26.0,1,14.0,2.0,3,2,3,17.0,1.0,2.0,2.0,125,62.5,0.5,0.6666666666666666,0,0.07407407407407407,4.62962962962963,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7.0,3,34.0,3.0,4,3,2,21.0,1.0,1.0,7.0,167,167.0,1.0,0.75,0,0.125,20.875,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9.0,1,8.0,3.0,3,4,5,22.0,0.0,1.0,0.0,170,170.0,0.0,1.0,0,0.1,17.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
11.0,1,35.0,2.0,3,1,4,18.0,0.0,1.0,7.0,163,163.0,0.0,0.6666666666666666,0,0.08333333333333333,13.583333333333334,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
27.0,1,20.0,3.0,3,5,3,12.0,2.0,2.0,4.0,170,85.0,1.0,1.0,0,0.07142857142857142,6.071428571428571,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15.0,1,9.0,4.0,5,3,4,18.0,1.0,2.0,8.0,193,96.5,0.5,0.8,0,0.125,12.0625,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1.0,1,30.0,3.0,5,3,5,14.0,2.0,2.0,2.0,184,92.0,1.0,0.6,1,1.0,92.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
18.0,1,9.0,4.0,2,1,3,20.0,2.0,7.0,8.0,204,29.142857142857142,0.2857142857142857,2.0,0,0.3684210526315789,10.736842105263158,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
12.0,1,10.0,3.0,4,3,5,17.0,3.0,3.0,3.0,153,51.0,1.0,0.75,0,0.23076923076923078,11.76923076923077,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
14.0,3,16.0,3.0,4,5,2,13.0,3.0,8.0,2.0,180,22.5,0.375,0.75,0,0.5333333333333333,12.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
13.0,1,15.0,2.0,3,4,9,14.0,0.0,1.0,0.0,136,136.0,0.0,0.6666666666666666,0,0.07142857142857142,9.714285714285714,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.0,2,24.0,3.0,1,5,1,17.0,1.0,1.0,0.0,130,130.0,1.0,3.0,1,1.0,130.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
8.0,1,9.0,3.0,5,5,3,12.0,2.0,2.0,4.0,169,84.5,1.0,0.6,0,0.2222222222222222,18.77777777777778,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1.0,1,14.0,3.0,4,3,5,14.0,2.0,8.0,8.0,158,19.75,0.25,0.75,1,4.0,79.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
15.0,3,6.0,1.0,3,3,2,25.0,6.0,11.0,6.0,149,13.545454545454545,0.5454545454545454,0.3333333333333333,0,0.6875,9.3125,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
27.0,1,15.0,3.0,3,3,4,11.0,1.0,2.0,3.0,129,64.5,0.5,1.0,0,0.07142857142857142,4.607142857142857,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,1,31.0,4.0,6,1,3,19.0,1.0,2.0,1.0,148,74.0,0.5,0.6666666666666666,1,1.0,74.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
19.0,1,9.0,3.0,5,1,3,20.0,4.0,4.0,10.0,183,45.75,1.0,0.6,0,0.2,9.15,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
7.0,1,15.0,2.0,4,4,2,14.0,4.0,7.0,7.0,186,26.571428571428573,0.5714285714285714,0.5,0,0.875,23.25,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1.0,1,10.0,3.0,4,1,3,22.0,2.0,2.0,1.0,146,73.0,1.0,0.75,1,1.0,73.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
12.0,3,9.0,4.0,6,1,4,21.0,1.0,2.0,4.0,179,89.5,0.5,0.6666666666666666,0,0.15384615384615385,13.76923076923077,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1.0,1,18.0,4.0,5,5,3,16.0,1.0,2.0,1.0,151,75.5,0.5,0.8,1,1.0,75.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0.0,1,14.0,2.0,4,3,2,14.0,0.0,1.0,7.0,124,124.0,0.0,0.5,1,1.0,124.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0.0,1,6.0,3.0,4,3,2,13.0,0.0,1.0,0.0,129,129.0,0.0,0.75,1,1.0,129.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
8.0,1,16.0,3.0,4,1,2,12.0,1.0,2.0,3.0,210,105.0,0.5,0.75,0,0.2222222222222222,23.333333333333332,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
24.0,1,8.0,2.0,5,4,6,18.0,0.0,1.0,2.0,155,155.0,0.0,0.4,0,0.04,6.2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
14.0,1,7.0,4.0,5,4,3,23.0,6.0,2.0,12.0,260,130.0,3.0,0.8,0,0.13333333333333333,17.333333333333332,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
12.0,1,6.0,2.0,3,3,2,14.0,0.0,1.0,6.0,292,292.0,0.0,0.6666666666666666,0,0.07692307692307693,22.46153846153846,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
18.0,1,27.0,3.0,4,4,3,14.0,2.0,2.0,4.0,159,79.5,1.0,0.75,0,0.10526315789473684,8.368421052631579,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
10.0,2,15.0,4.0,5,5,2,22.0,1.0,2.0,4.0,148,74.0,0.5,0.8,0,0.18181818181818182,13.454545454545455,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9.0,1,14.0,4.0,5,1,3,19.0,2.0,2.0,2.0,152,76.0,1.0,0.8,0,0.2,15.2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
17.0,1,14.0,3.0,3,5,2,13.0,5.0,7.0,1.0,126,18.0,0.7142857142857143,1.0,0,0.3888888888888889,7.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
17.0,1,11.0,2.0,4,3,4,14.0,0.0,1.0,3.0,132,132.0,0.0,0.5,0,0.05555555555555555,7.333333333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
14.0,1,22.0,4.0,5,3,3,14.0,7.0,15.0,3.0,229,15.266666666666667,0.4666666666666667,0.8,0,1.0,15.266666666666667,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
30.0,1,7.0,3.0,6,3,4,14.0,2.0,2.0,3.0,182,91.0,1.0,0.5,0,0.06451612903225806,5.870967741935484,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1.0,1,29.0,3.0,4,3,6,12.0,1.0,2.0,2.0,146,73.0,0.5,0.75,1,1.0,73.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
30.0,3,35.0,2.0,4,1,4,12.0,1.0,2.0,0.0,241,120.5,0.5,0.5,0,0.06451612903225806,7.774193548387097,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
16.0,1,6.0,2.0,3,2,5,13.0,1.0,2.0,2.0,156,78.0,0.5,0.6666666666666666,0,0.11764705882352941,9.176470588235293,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
10.0,1,27.0,3.0,1,5,2,12.0,1.0,1.0,7.0,136,136.0,1.0,3.0,0,0.09090909090909091,12.363636363636363,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,2,9.0,2.0,3,4,2,11.0,1.0,10.0,7.0,282,28.2,0.1,0.6666666666666666,0,0.4166666666666667,11.75,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
14.0,1,23.0,3.0,5,3,8,15.0,2.0,2.0,1.0,176,88.0,1.0,0.6,0,0.13333333333333333,11.733333333333333,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7.0,1,15.0,2.0,3,2,1,11.0,1.0,1.0,6.0,185,185.0,1.0,0.6666666666666666,0,0.125,23.125,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
6.0,1,9.0,3.0,4,3,6,15.0,2.0,2.0,8.0,175,87.5,1.0,0.75,0,0.2857142857142857,25.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
9.0,1,18.0,3.0,3,3,10,12.0,0.0,1.0,1.0,147,147.0,0.0,1.0,0,0.1,14.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3.0,1,15.0,3.0,6,5,5,14.0,2.0,2.0,3.0,222,111.0,1.0,0.5,1,0.5,55.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
4.0,1,13.0,2.0,3,5,2,12.0,3.0,3.0,12.0,143,47.666666666666664,1.0,0.6666666666666666,0,0.6,28.6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,3,12.0,3.0,4,3,3,14.0,1.0,2.0,1.0,154,77.0,0.5,0.75,1,1.0,77.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
15.0,3,9.0,3.0,4,4,3,20.0,1.0,2.0,5.0,285,142.5,0.5,0.75,0,0.125,17.8125,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0.0,1,6.0,3.0,3,5,2,11.0,1.0,1.0,7.0,174,174.0,1.0,1.0,1,1.0,174.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1.0,1,7.0,4.0,4,2,3,16.0,2.0,2.0,1.0,141,70.5,1.0,1.0,1,1.0,70.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,1,6.0,3.0,3,3,1,12.0,1.0,1.0,2.0,149,149.0,1.0,1.0,1,1.0,149.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5.0,1,25.0,3.0,2,3,7,12.0,2.0,2.0,2.0,128,64.0,1.0,1.5,0,0.3333333333333333,21.333333333333332,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9.0,3,6.0,2.0,3,4,2,11.0,1.0,2.0,2.0,123,61.5,0.5,0.6666666666666666,0,0.2,12.3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
13.0,1,17.0,3.0,3,3,2,11.0,2.0,9.0,4.0,163,18.11111111111111,0.2222222222222222,1.0,0,0.6428571428571429,11.642857142857142,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3.0,1,7.0,3.0,3,4,2,13.0,1.0,1.0,7.0,137,137.0,1.0,1.0,1,0.25,34.25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
16.0,1,12.0,2.0,4,1,5,14.0,1.0,1.0,0.0,266,266.0,1.0,0.5,0,0.058823529411764705,15.647058823529411,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
0.0,3,11.0,2.0,4,3,2,11.0,0.0,1.0,3.0,157,157.0,0.0,0.5,1,1.0,157.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
14.0,3,11.0,4.0,5,2,9,12.0,3.0,2.0,12.0,234,117.0,1.5,0.8,0,0.13333333333333333,15.6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
4.0,3,22.0,4.0,5,5,4,12.0,1.0,2.0,8.0,196,98.0,0.5,0.8,0,0.4,39.2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
26.0,3,8.0,2.0,3,3,7,13.0,2.0,2.0,2.0,249,124.5,1.0,0.6666666666666666,0,0.07407407407407407,9.222222222222221,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.0,3,9.0,3.0,2,2,2,20.0,1.0,1.0,4.0,146,146.0,1.0,1.5,1,1.0,146.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9.0,3,14.0,3.0,4,5,2,15.0,0.0,1.0,9.0,176,176.0,0.0,0.75,0,0.1,17.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
10.0,3,22.0,3.0,4,3,5,19.0,1.0,1.0,0.0,163,163.0,1.0,0.75,0,0.09090909090909091,14.818181818181818,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3.0,3,10.0,4.0,4,3,3,15.0,1.0,2.0,3.0,181,90.5,0.5,1.0,1,0.5,45.25,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9.0,1,25.0,4.0,4,3,3,15.0,1.0,2.0,3.0,182,91.0,0.5,1.0,0,0.2,18.2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1.0,3,7.0,3.0,5,3,8,20.0,1.0,2.0,3.0,153,76.5,0.5,0.6,1,1.0,76.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
12.0,1,9.0,3.0,5,4,3,23.0,2.0,4.0,4.0,149,37.25,0.5,0.6,0,0.3076923076923077,11.461538461538462,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,2,23.0,3.0,3,3,1,11.0,0.0,1.0,0.0,127,127.0,0.0,1.0,1,1.0,127.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
17.0,1,14.0,2.0,3,1,7,12.0,0.0,1.0,2.0,124,124.0,0.0,0.6666666666666666,0,0.05555555555555555,6.888888888888889,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
10.0,1,31.0,3.0,4,4,9,16.0,1.0,2.0,9.0,182,91.0,0.5,0.75,0,0.18181818181818182,16.545454545454547,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5.0,1,9.0,4.0,4,3,3,15.0,2.0,2.0,4.0,160,80.0,1.0,1.0,0,0.3333333333333333,26.666666666666668,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,1,14.0,3.0,3,2,2,21.0,0.0,1.0,2.0,133,133.0,0.0,1.0,1,0.5,66.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8.0,3,14.0,3.0,3,2,2,16.0,0.0,1.0,2.0,126,126.0,0.0,1.0,0,0.1111111111111111,14.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
4.0,3,35.0,3.0,4,1,2,14.0,2.0,5.0,7.0,155,31.0,0.4,0.75,0,1.0,31.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
28.0,1,29.0,4.0,4,3,5,15.0,3.0,5.0,8.0,299,59.8,0.6,1.0,0,0.1724137931034483,10.310344827586206,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.0,1,20.0,2.0,3,3,2,16.0,1.0,1.0,0.0,115,115.0,1.0,0.6666666666666666,0,0.1,11.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1.0,1,9.0,3.0,4,5,9,21.0,2.0,2.0,8.0,152,76.0,1.0,0.75,1,1.0,76.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
9.0,3,6.0,2.0,4,4,2,11.0,1.0,1.0,2.0,122,122.0,1.0,0.5,0,0.1,12.2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
13.0,1,6.0,3.0,3,5,3,11.0,1.0,11.0,16.0,268,24.363636363636363,0.09090909090909091,1.0,0,0.7857142857142857,19.142857142857142,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5.0,3,15.0,2.0,5,1,1,17.0,0.0,1.0,7.0,147,147.0,0.0,0.4,0,0.16666666666666666,24.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3.0,3,27.0,3.0,4,2,4,15.0,2.0,2.0,3.0,194,97.0,1.0,0.75,1,0.5,48.5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.0,1,8.0,2.0,1,2,2,12.0,1.0,1.0,3.0,155,155.0,1.0,2.0,1,1.0,155.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.0,3,16.0,3.0,4,1,2,11.0,1.0,4.0,4.0,158,39.5,0.25,0.75,1,4.0,158.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.0,3,35.0,3.0,5,5,9,18.0,0.0,2.0,2.0,150,75.0,0.0,0.6,1,2.0,150.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.0,1,13.0,2.0,2,2,5,14.0,0.0,2.0,2.0,121,60.5,0.0,1.0,0,0.2,12.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,1,8.0,3.0,4,1,6,12.0,1.0,2.0,3.0,157,78.5,0.5,0.75,1,1.0,78.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
